mls,campus_number,school_district,school,rating
54654576,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
54668520,101912116,HOUSTON ISD,BRIARGROVE ELEMENTARY,B
54668520,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
54669616,101912292,HOUSTON ISD,CARRILLO ELEMENTARY,B
54669616,101912001,HOUSTON ISD,AUSTIN HIGH SCHOOL,C
54722063,101912105,HOUSTON ISD,ANDERSON ELEMENTARY,D
54722063,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
54781318,101912249,HOUSTON ISD,TRAVIS ELEMENTARY,A
54781318,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
54823912,101912105,HOUSTON ISD,ANDERSON ELEMENTARY,D
54823912,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
54888737,101912169,HOUSTON ISD,HARVARD ELEMENTARY,A
54888737,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
54916442,101912264,HOUSTON ISD,MITCHELL ELEMENTARY,C
54916442,101912014,HOUSTON ISD,STERLING HIGH SCHOOL,C
54921596,101912204,HOUSTON ISD,MEMORIAL ELEMENTARY,A
54921596,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
55067084,101912196,HOUSTON ISD,LONGFELLOW ELEMENTARY,B
55067084,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
55070891,101912188,HOUSTON ISD,KENNEDY ELEMENTARY,C
55070891,101912016,HOUSTON ISD,WASHINGTON B T HIGH SCHOOL,C
55072083,101912116,HOUSTON ISD,BRIARGROVE ELEMENTARY,B
55072083,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
55079914,101912204,HOUSTON ISD,MEMORIAL ELEMENTARY,A
55079914,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
55178591,101912169,HOUSTON ISD,HARVARD ELEMENTARY,A
55178591,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
55196233,101912196,HOUSTON ISD,LONGFELLOW ELEMENTARY,B
55196233,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
55205588,101912120,HOUSTON ISD,BROWNING ELEMENTARY,C
55205588,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
55211227,101912249,HOUSTON ISD,TRAVIS ELEMENTARY,A
55211227,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
55293660,101912479,HOUSTON ISD,SHADYDALE ELEMENTARY,C
55293660,101912477,HOUSTON ISD,NORTH FOREST HIGH SCHOOL,D
55326125,101912211,HOUSTON ISD,OAK FOREST ELEMENTARY,A
55326125,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
55341402,101912252,HOUSTON ISD,WAINWRIGHT ELEMENTARY,D
55341402,101912024,HOUSTON ISD,SCARBOROUGH HIGH SCHOOL,C
55366551,101912201,HOUSTON ISD,MACGREGOR ELEMENTARY,C
55366551,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
55380677,101912173,HOUSTON ISD,HEROD ELEMENTARY,A
55380677,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
55383682,101912473,HOUSTON ISD,HILLIARD ELEMENTARY,D
55383682,101912477,HOUSTON ISD,NORTH FOREST HIGH SCHOOL,D
55412017,101912115,HOUSTON ISD,DURHAM ELEMENTARY,C
55412017,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
55412382,101912228,HOUSTON ISD,RIVER OAKS ELEMENTARY,A
55412382,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
55433772,101912201,HOUSTON ISD,MACGREGOR ELEMENTARY,C
55433772,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
55450733,101912249,HOUSTON ISD,TRAVIS ELEMENTARY,A
55450733,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
55478507,101912259,HOUSTON ISD,WILSON MONTESSORI,C
55478507,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
55486861,101912058,HOUSTON ISD,GREGORY-LINCOLN ELEMENTARY,D
55486861,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
55570440,101912251,HOUSTON ISD,TWAIN ELEMENTARY,A
55570440,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
55630825,101912178,HOUSTON ISD,HORN ELEMENTARY,A
55630825,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
55649356,101912212,HOUSTON ISD,OATES ELEMENTARY,C
55649356,101912004,HOUSTON ISD,FURR HIGH SCHOOL,C
55670317,101912195,HOUSTON ISD,LOCKHART ELEMENTARY,C
55670317,101912020,HOUSTON ISD,YATES HIGH SCHOOL,D
55687140,101912232,HOUSTON ISD,ROSS ELEMENTARY,C
55687140,101912003,HOUSTON ISD,NORTHSIDE HIGH SCHOOL,C
55714488,101912396,HOUSTON ISD,RAY DAILY ELEMENTARY,B
55714488,101912036,HOUSTON ISD,WESTSIDE HIGH SCHOOL,B
55720545,101912116,HOUSTON ISD,BRIARGROVE ELEMENTARY,B
55720545,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
55740429,101912259,HOUSTON ISD,WILSON MONTESSORI,C
55740429,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
55775358,101912227,HOUSTON ISD,MCNAMARA ELEMENTARY,B
55775358,101912023,HOUSTON ISD,SHARPSTOWN HIGH SCHOOL,C
55783153,101912256,HOUSTON ISD,WHARTON K-8 DUAL LANGUAGE ACADEMY,B
55783153,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
55807179,101912269,HOUSTON ISD,SCROGGINS ELEMENTARY,C
55807179,101912018,HOUSTON ISD,WHEATLEY HIGH SCHOOL,F
55808807,101912116,HOUSTON ISD,BRIARGROVE ELEMENTARY,B
55808807,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
55902353,101912198,HOUSTON ISD,LOVE ELEMENTARY,C
55902353,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
55905475,101912173,HOUSTON ISD,HEROD ELEMENTARY,A
55905475,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
55921081,101912130,HOUSTON ISD,CONDIT ELEMENTARY,A
55921081,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
55994377,101912197,HOUSTON ISD,LOOSCAN ELEMENTARY,B
55994377,101912003,HOUSTON ISD,NORTHSIDE HIGH SCHOOL,C
56048676,101912196,HOUSTON ISD,LONGFELLOW ELEMENTARY,B
56048676,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
56091796,101912286,HOUSTON ISD,HERRERA ELEMENTARY,A
56091796,101912310,HOUSTON ISD,HOUSTON MATH SCIENCE AND TECHNOLOG,C
56119942,101912198,HOUSTON ISD,LOVE ELEMENTARY,C
56119942,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
56191280,101912225,HOUSTON ISD,REYNOLDS ELEMENTARY,D
56191280,101912019,HOUSTON ISD,WORTHING HIGH SCHOOL,C
56203384,101912253,HOUSTON ISD,WALNUT BEND ELEMENTARY,C
56203384,101912036,HOUSTON ISD,WESTSIDE HIGH SCHOOL,B
56219752,101912221,HOUSTON ISD,POE ELEMENTARY,B
56219752,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
56236816,101912273,HOUSTON ISD,ASHFORD ELEMENTARY,F
56236816,101912036,HOUSTON ISD,WESTSIDE HIGH SCHOOL,B
56247765,101912273,HOUSTON ISD,ASHFORD ELEMENTARY,F
56247765,101912036,HOUSTON ISD,WESTSIDE HIGH SCHOOL,B
56265175,101912115,HOUSTON ISD,DURHAM ELEMENTARY,C
56265175,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
56274291,101912125,HOUSTON ISD,BURRUS ELEMENTARY,C
56274291,101912016,HOUSTON ISD,WASHINGTON B T HIGH SCHOOL,C
56279373,101912242,HOUSTON ISD,SMITH ELEMENTARY,F
56279373,101912024,HOUSTON ISD,SCARBOROUGH HIGH SCHOOL,C
56296683,101912292,HOUSTON ISD,CARRILLO ELEMENTARY,B
56296683,101912001,HOUSTON ISD,AUSTIN HIGH SCHOOL,C
56302173,101912241,HOUSTON ISD,SINCLAIR ELEMENTARY,B
56302173,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
56308983,101912259,HOUSTON ISD,WILSON MONTESSORI,C
56308983,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
56338962,101912204,HOUSTON ISD,MEMORIAL ELEMENTARY,A
56338962,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
56369829,101912221,HOUSTON ISD,POE ELEMENTARY,B
56369829,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
56385894,101912148,HOUSTON ISD,ELROD ELEMENTARY,A
56385894,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
56440072,101912475,HOUSTON ISD,ELMORE ELEMENTARY,C
56440072,101912007,HOUSTON ISD,KASHMERE HIGH SCHOOL,C
56450073,101912174,HOUSTON ISD,HIGHLAND HTS ELEMENTARY,D
56450073,101912016,HOUSTON ISD,WASHINGTON B T HIGH SCHOOL,C
56487074,101912247,HOUSTON ISD,YOUNG ELEMENTARY,F
56487074,101912019,HOUSTON ISD,WORTHING HIGH SCHOOL,C
56562057,101912149,HOUSTON ISD,EMERSON ELEMENTARY,C
56562057,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
56593259,101912130,HOUSTON ISD,CONDIT ELEMENTARY,A
56593259,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
56633914,101920119,SPRING BRANCH ISD,SHERWOOD ELEMENTARY,C
56633914,101920006,SPRING BRANCH ISD,STRATFORD HIGH SCHOOL,B
56649146,101912188,HOUSTON ISD,KENNEDY ELEMENTARY,C
56649146,101912016,HOUSTON ISD,WASHINGTON B T HIGH SCHOOL,C
56693614,101912228,HOUSTON ISD,RIVER OAKS ELEMENTARY,A
56693614,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
56701807,101912255,HOUSTON ISD,WEST UNIVERSITY ELEMENTARY,A
56701807,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
56705514,101912247,HOUSTON ISD,YOUNG ELEMENTARY,F
56705514,101912019,HOUSTON ISD,WORTHING HIGH SCHOOL,C
56775365,101912201,HOUSTON ISD,MACGREGOR ELEMENTARY,C
56775365,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
56787775,101912116,HOUSTON ISD,BRIARGROVE ELEMENTARY,B
56787775,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
56829505,101912115,HOUSTON ISD,DURHAM ELEMENTARY,C
56829505,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
56830368,101912241,HOUSTON ISD,SINCLAIR ELEMENTARY,B
56830368,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
56867543,101912204,HOUSTON ISD,MEMORIAL ELEMENTARY,A
56867543,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
56889581,101912125,HOUSTON ISD,BURRUS ELEMENTARY,C
56889581,101912016,HOUSTON ISD,WASHINGTON B T HIGH SCHOOL,C
56893124,101912255,HOUSTON ISD,WEST UNIVERSITY ELEMENTARY,A
56893124,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
56929239,101912181,HOUSTON ISD,JANOWSKI ELEMENTARY,C
56929239,101912310,HOUSTON ISD,HOUSTON MATH SCIENCE AND TECHNOLOG,C
56943559,101912275,HOUSTON ISD,BUSH ELEMENTARY,A
56943559,101912036,HOUSTON ISD,WESTSIDE HIGH SCHOOL,B
56955778,101912170,HOUSTON ISD,HELMS ELEMENTARY,B
56955778,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
56958575,101912174,HOUSTON ISD,HIGHLAND HTS ELEMENTARY,D
56958575,101912016,HOUSTON ISD,WASHINGTON B T HIGH SCHOOL,C
56958931,101912189,HOUSTON ISD,KOLTER ELEMENTARY,A
56958931,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
56980939,101912187,HOUSTON ISD,KELSO ELEMENTARY,C
56980939,101912014,HOUSTON ISD,STERLING HIGH SCHOOL,C
56998359,101912175,HOUSTON ISD,HOBBY ELEMENTARY,D
56998359,101912010,HOUSTON ISD,MADISON HIGH SCHOOL,C
57029198,101912198,HOUSTON ISD,LOVE ELEMENTARY,C
57029198,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
57050355,101912105,HOUSTON ISD,ANDERSON ELEMENTARY,D
57050355,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
57067058,101912157,HOUSTON ISD,GARDEN OAKS MONTESSORI,C
57067058,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
57068381,101912241,HOUSTON ISD,SINCLAIR ELEMENTARY,B
57068381,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
57104815,101912162,HOUSTON ISD,GREGG ELEMENTARY,C
57104815,101912014,HOUSTON ISD,STERLING HIGH SCHOOL,C
57128168,101912215,HOUSTON ISD,PARKER ELEMENTARY,A
57128168,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
57175284,101912211,HOUSTON ISD,OAK FOREST ELEMENTARY,A
57175284,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
57230255,101912201,HOUSTON ISD,MACGREGOR ELEMENTARY,C
57230255,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
57370805,101912116,HOUSTON ISD,BRIARGROVE ELEMENTARY,B
57370805,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
57386013,101912215,HOUSTON ISD,PARKER ELEMENTARY,A
57386013,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
57402603,101912130,HOUSTON ISD,CONDIT ELEMENTARY,A
57402603,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
57414886,101912111,HOUSTON ISD,BONHAM ELEMENTARY,C
57414886,101912023,HOUSTON ISD,SHARPSTOWN HIGH SCHOOL,C
57434541,101912115,HOUSTON ISD,DURHAM ELEMENTARY,C
57434541,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
57461715,101912259,HOUSTON ISD,WILSON MONTESSORI,C
57461715,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
57468906,101912196,HOUSTON ISD,LONGFELLOW ELEMENTARY,B
57468906,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
57492296,101912211,HOUSTON ISD,OAK FOREST ELEMENTARY,A
57492296,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
57496115,101912148,HOUSTON ISD,ELROD ELEMENTARY,A
57496115,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
57514085,101912259,HOUSTON ISD,WILSON MONTESSORI,C
57514085,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
57518887,101912110,HOUSTON ISD,BLACKSHEAR ELEMENTARY,C
57518887,101912020,HOUSTON ISD,YATES HIGH SCHOOL,D
57522122,101912204,HOUSTON ISD,MEMORIAL ELEMENTARY,A
57522122,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
57574942,101912204,HOUSTON ISD,MEMORIAL ELEMENTARY,A
57574942,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
57630603,101912172,HOUSTON ISD,HENDERSON N ELEMENTARY,B
57630603,101912018,HOUSTON ISD,WHEATLEY HIGH SCHOOL,F
57642415,101912157,HOUSTON ISD,GARDEN OAKS MONTESSORI,C
57642415,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
57642549,101912178,HOUSTON ISD,HORN ELEMENTARY,A
57642549,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
57671378,101912116,HOUSTON ISD,BRIARGROVE ELEMENTARY,B
57671378,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
57680914,101912170,HOUSTON ISD,HELMS ELEMENTARY,B
57680914,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
57720754,101912204,HOUSTON ISD,MEMORIAL ELEMENTARY,A
57720754,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
57750652,101912187,HOUSTON ISD,KELSO ELEMENTARY,C
57750652,101912014,HOUSTON ISD,STERLING HIGH SCHOOL,C
57771640,101912159,HOUSTON ISD,GOLFCREST ELEMENTARY,C
57771640,101912014,HOUSTON ISD,STERLING HIGH SCHOOL,C
57772394,101912239,HOUSTON ISD,SHEARN ELEMENTARY,C
57772394,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
57802604,101912105,HOUSTON ISD,ANDERSON ELEMENTARY,D
57802604,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
57932034,101912254,HOUSTON ISD,WESLEY ELEMENTARY,D
57932034,101912016,HOUSTON ISD,WASHINGTON B T HIGH SCHOOL,C
57962108,101912275,HOUSTON ISD,BUSH ELEMENTARY,A
57962108,101912036,HOUSTON ISD,WESTSIDE HIGH SCHOOL,B
58011955,101912255,HOUSTON ISD,WEST UNIVERSITY ELEMENTARY,A
58011955,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
58055107,101912124,HOUSTON ISD,BURNET ELEMENTARY,B
58055107,101912018,HOUSTON ISD,WHEATLEY HIGH SCHOOL,F
58067813,101912224,HOUSTON ISD,RED ELEMENTARY,B
58067813,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
58122659,101912121,HOUSTON ISD,BRUCE ELEMENTARY,D
58122659,101912018,HOUSTON ISD,WHEATLEY HIGH SCHOOL,F
58131071,101912253,HOUSTON ISD,WALNUT BEND ELEMENTARY,C
58131071,101912036,HOUSTON ISD,WESTSIDE HIGH SCHOOL,B
58167217,101912264,HOUSTON ISD,MITCHELL ELEMENTARY,C
58167217,101912014,HOUSTON ISD,STERLING HIGH SCHOOL,C
58171573,101912174,HOUSTON ISD,HIGHLAND HTS ELEMENTARY,D
58171573,101912016,HOUSTON ISD,WASHINGTON B T HIGH SCHOOL,C
58213861,101912115,HOUSTON ISD,DURHAM ELEMENTARY,C
58213861,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
58235623,101912198,HOUSTON ISD,LOVE ELEMENTARY,C
58235623,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
58261979,101912254,HOUSTON ISD,WESLEY ELEMENTARY,D
58261979,101912016,HOUSTON ISD,WASHINGTON B T HIGH SCHOOL,C
58345218,101912396,HOUSTON ISD,RAY DAILY ELEMENTARY,B
58345218,101912036,HOUSTON ISD,WESTSIDE HIGH SCHOOL,B
58352062,101912204,HOUSTON ISD,MEMORIAL ELEMENTARY,A
58352062,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
58399669,101912175,HOUSTON ISD,HOBBY ELEMENTARY,D
58399669,101912010,HOUSTON ISD,MADISON HIGH SCHOOL,C
58420805,101912369,HOUSTON ISD,GROSS ELEMENTARY,D
58420805,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
58433956,101912213,HOUSTON ISD,OSBORNE ELEMENTARY,F
58433956,101912016,HOUSTON ISD,WASHINGTON B T HIGH SCHOOL,C
58445275,101912215,HOUSTON ISD,PARKER ELEMENTARY,A
58445275,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
58460346,101912135,HOUSTON ISD,CROCKETT ELEMENTARY,A
58460346,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
58472079,101912182,HOUSTON ISD,JEFFERSON ELEMENTARY,B
58472079,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
58475419,101912188,HOUSTON ISD,KENNEDY ELEMENTARY,C
58475419,101912016,HOUSTON ISD,WASHINGTON B T HIGH SCHOOL,C
58479431,101912116,HOUSTON ISD,BRIARGROVE ELEMENTARY,B
58479431,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
58487555,101912170,HOUSTON ISD,HELMS ELEMENTARY,B
58487555,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
58502663,101912396,HOUSTON ISD,RAY DAILY ELEMENTARY,B
58502663,101912036,HOUSTON ISD,WESTSIDE HIGH SCHOOL,B
58522194,101912245,HOUSTON ISD,STEVENS ELEMENTARY,D
58522194,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
58534220,101912224,HOUSTON ISD,RED ELEMENTARY,B
58534220,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
58589428,101912149,HOUSTON ISD,EMERSON ELEMENTARY,C
58589428,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
58603196,101912241,HOUSTON ISD,SINCLAIR ELEMENTARY,B
58603196,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
58623677,101912241,HOUSTON ISD,SINCLAIR ELEMENTARY,B
58623677,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
58671492,101912154,HOUSTON ISD,FOSTER ELEMENTARY,A
58671492,101912020,HOUSTON ISD,YATES HIGH SCHOOL,D
58717461,101912247,HOUSTON ISD,YOUNG ELEMENTARY,F
58717461,101912019,HOUSTON ISD,WORTHING HIGH SCHOOL,C
58725479,101912180,HOUSTON ISD,ISAACS ELEMENTARY,F
58725479,101912018,HOUSTON ISD,WHEATLEY HIGH SCHOOL,F
58731913,101912140,HOUSTON ISD,DOGAN ELEMENTARY,C
58731913,101912018,HOUSTON ISD,WHEATLEY HIGH SCHOOL,F
58737666,101912198,HOUSTON ISD,LOVE ELEMENTARY,C
58737666,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
58745128,101912259,HOUSTON ISD,WILSON MONTESSORI,C
58745128,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
58874610,101912245,HOUSTON ISD,STEVENS ELEMENTARY,D
58874610,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
58930647,101912204,HOUSTON ISD,MEMORIAL ELEMENTARY,A
58930647,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
58961384,101912259,HOUSTON ISD,WILSON MONTESSORI,C
58961384,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
58974837,101912116,HOUSTON ISD,BRIARGROVE ELEMENTARY,B
58974837,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
58992773,101912257,HOUSTON ISD,WHIDBY ELEMENTARY,F
58992773,101912020,HOUSTON ISD,YATES HIGH SCHOOL,D
58999907,101912106,HOUSTON ISD,ATHERTON ELEMENTARY,A
58999907,101912018,HOUSTON ISD,WHEATLEY HIGH SCHOOL,F
59044525,101912216,HOUSTON ISD,PATTERSON ELEMENTARY,B
59044525,101912027,HOUSTON ISD,CHAVEZ HIGH SCHOOL,C
59046521,101912058,HOUSTON ISD,GREGORY-LINCOLN ELEMENTARY,D
59046521,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
59215297,101912204,HOUSTON ISD,MEMORIAL ELEMENTARY,A
59215297,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
59311117,101912241,HOUSTON ISD,SINCLAIR ELEMENTARY,B
59311117,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
59330881,101912287,HOUSTON ISD,CAGE ELEMENTARY,B
59330881,101912001,HOUSTON ISD,AUSTIN HIGH SCHOOL,C
59346135,101912110,HOUSTON ISD,BLACKSHEAR ELEMENTARY,C
59346135,101912020,HOUSTON ISD,YATES HIGH SCHOOL,D
59349713,101912253,HOUSTON ISD,WALNUT BEND ELEMENTARY,C
59349713,101912036,HOUSTON ISD,WESTSIDE HIGH SCHOOL,B
59406790,101912169,HOUSTON ISD,HARVARD ELEMENTARY,A
59406790,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
59418545,101912116,HOUSTON ISD,BRIARGROVE ELEMENTARY,B
59418545,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
59495541,101912116,HOUSTON ISD,BRIARGROVE ELEMENTARY,B
59495541,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
59509148,101912256,HOUSTON ISD,WHARTON K-8 DUAL LANGUAGE ACADEMY,B
59509148,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
59516870,101912221,HOUSTON ISD,POE ELEMENTARY,B
59516870,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
59581057,101912188,HOUSTON ISD,KENNEDY ELEMENTARY,C
59581057,101912016,HOUSTON ISD,WASHINGTON B T HIGH SCHOOL,C
59582713,101912182,HOUSTON ISD,JEFFERSON ELEMENTARY,B
59582713,101912003,HOUSTON ISD,NORTHSIDE HIGH SCHOOL,C
59618353,101912253,HOUSTON ISD,WALNUT BEND ELEMENTARY,C
59618353,101912036,HOUSTON ISD,WESTSIDE HIGH SCHOOL,B
59665557,101912196,HOUSTON ISD,LONGFELLOW ELEMENTARY,B
59665557,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
59696206,101912116,HOUSTON ISD,BRIARGROVE ELEMENTARY,B
59696206,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
59697161,101912259,HOUSTON ISD,WILSON MONTESSORI,C
59697161,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
59713129,101912171,HOUSTON ISD,HENDERSON J ELEMENTARY,B
59713129,101912018,HOUSTON ISD,WHEATLEY HIGH SCHOOL,F
59719659,101912204,HOUSTON ISD,MEMORIAL ELEMENTARY,A
59719659,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
59808244,101912204,HOUSTON ISD,MEMORIAL ELEMENTARY,A
59808244,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
59908680,101912299,HOUSTON ISD,MILNE ELEMENTARY,C
59908680,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
59918721,101912281,HOUSTON ISD,SANCHEZ ELEMENTARY,A
59918721,101912027,HOUSTON ISD,CHAVEZ HIGH SCHOOL,C
59929161,101912228,HOUSTON ISD,RIVER OAKS ELEMENTARY,A
59929161,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
59948864,101912228,HOUSTON ISD,RIVER OAKS ELEMENTARY,A
59948864,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
59973647,101912245,HOUSTON ISD,STEVENS ELEMENTARY,D
59973647,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
59978867,101912241,HOUSTON ISD,SINCLAIR ELEMENTARY,B
59978867,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
60025082,101912188,HOUSTON ISD,KENNEDY ELEMENTARY,C
60025082,101912016,HOUSTON ISD,WASHINGTON B T HIGH SCHOOL,C
60051258,101912116,HOUSTON ISD,BRIARGROVE ELEMENTARY,B
60051258,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
60060156,101912479,HOUSTON ISD,SHADYDALE ELEMENTARY,C
60060156,101912477,HOUSTON ISD,NORTH FOREST HIGH SCHOOL,D
60067624,101912242,HOUSTON ISD,SMITH ELEMENTARY,F
60067624,101912024,HOUSTON ISD,SCARBOROUGH HIGH SCHOOL,C
60073495,101912152,HOUSTON ISD,FIELD ELEMENTARY,A
60073495,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
60135546,101912124,HOUSTON ISD,BURNET ELEMENTARY,B
60135546,101912001,HOUSTON ISD,AUSTIN HIGH SCHOOL,C
60196374,101912124,HOUSTON ISD,BURNET ELEMENTARY,B
60196374,101912001,HOUSTON ISD,AUSTIN HIGH SCHOOL,C
60271043,101912105,HOUSTON ISD,ANDERSON ELEMENTARY,D
60271043,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
60280618,101912130,HOUSTON ISD,CONDIT ELEMENTARY,A
